取得日時,取得URL,名称,住所,設立,代表者,事業内容,資本金,従業員数
2025/11/05 12:01:19,https://dairitenboshu.com/syo/9742,ネット・ジーエス株式会社,広島県福山市春日町6丁目2番32号,2013年,大賀伸二,インターネットを利用した中古車個人売買を行う会社です。 QRコードの付いたステッカー（以下、GS webkey（ジーエスウェブキー）があるのですが、そのステッカーに車両情報を入力することで、売り手は今まで通り乗りながら車を販売することが可能となり、駐車場が中古車展示場に！ 流通時に生じる中間マージンなどがかからないため、買いたい人はより安く、売りたい人はより高く売ることができ、さらに個人売買なので消費税がかかりません。 また、弊社が仲介するため個人間同士の金銭トラブルや個人情報の問題を解決することができます。,1000万円,6人
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9743,健康サポート合同会社,東京都東久留米市下里4-1-2-307 月～土・10時～17時,2013年,,健康に関する商品の開発・企画・卸・販売 各種福祉事業 （お問い合わせは月～土10時～17時）,,
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9744,株式会社FTJ,東京都品川区西五反田8-8-16五反田高砂ビル6階,2014年,,人材派遣 人材紹介 SES システムエンジニア派遣 WEBコンサルティング,900万円,50人
2025/11/05 12:01:19,https://dairitenboshu.com/syo/9745,株式会社エリアネットワーク東海,静岡県沼津市高島町4-15江藤ビル2Ｆ,2014年,村松 恭昌,電力コンサルティング 通信回線,100万円,6人
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9746,合同会社ベリプロエンターテイメント,大阪府大阪市北区梅田１丁目１１番４号大阪駅前第四ビル９階２３－１１４１号,,,イベント企画／携帯電話販売／少額短期保険募集に係わる業務,,
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9749,日本瓦斯株式会社 関東中央支店,埼玉県久喜市菖蒲町菖蒲6000-2,1955年,和田眞治,ガス事業（LPガス・都市ガス・電力の販売）、一般高圧ガス販売、 ガス機器、空調機器販売、リフォーム事業、総合設備工事他,707000万円,1922（連結）人
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9750,ライズ・コミュ二ティー,埼玉県さいたま市大宮区三橋4-5141ビューパレー大宮西,2013年,小野寺俊典,iPhone修理＆買取を専門で行っております。 技術講習生を募集のため掲載したいと思っております。,,
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9751,clipo株式会社,愛知県名古屋市中区栄5-28-12名古屋若宮ビル９階,2011年,吉田憲司,Googleストリートビュー屋内版撮影 VR&amp;３D撮影サービス「ミライカメラ」の提供,300万円,12人
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9753,株式会社L.I.C,東京都港区芝公園4-6-8 3F美人ビル,,,,,
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9754,株式会社オフィスグローヴ,東京都千代田区一ツ橋2-4-4岩波書店一ツ橋別館5F,2001年,四宮 久視子,人材派遣業 営業支援業務請負,5550万円,18人
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9755,株式会社テン・エンタープライズ,愛知県蒲郡市松原町3-10,,,CBDオイル配合製品の開発・製造・販売 ミネラル濃縮液の販売,,
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9756,株式会社S&amp;A,愛知県名古屋市中区丸の内2丁目12-13 丸の内プラザビル 8F,2010年,,通信・ネットワークソリューション事業 通信セキュリティ事業 広告事業 IT・WEB事業 営業代行事業 セールスアウトソース,300万円,100人
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9757,合同会社ナチュラル,千葉県流山市東初石4-195-26,2014年,渡部 典夫,健康関連商材の販売、健康食品販売、環境関連商材の販売、自然食材の販売、コンサル、セミナー開催、各種異業種交流会主催,100万円,3人
2025/11/05 12:01:20,https://dairitenboshu.com/syo/9758,JITホールディングス株式会社,東京都-,,,,,
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9759,株式会社HPSTYLE,兵庫県姫路市辻井1-11-23AquaBankStationNerima,2014年,,AquaBankStationNerima アクアバンク全国代理店を行っています。取次店・業務委託・パートナーを募集したいと思っています。,800万円,
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9760,省エネオフィス,熊本県熊本市東区長嶺南6丁目11-17,2017年,林田 仁,Googleインドアビュー代理店、電力コンサル、ＯＡ機器全般シャープ複合機、NTT、セキュリティカメラ,100万円,2人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9761,株式会社 紗利伊,福岡県福岡市中央区浄水通5-10ケインズ浄水 １F,2015年,辻 小百合,自社ブランドのスキンケアシリーズを販売。女性限定の募集です。 全国に代理店が50軒あり独自の代理店制度で自己資金を切り崩すことが無く登録料・資格料など初期投資が一切ありません。 在庫も持つ必要が無く、集金・配達も会社が行います。 美肌になりたい・お世話が好き・このままで終わりたくない・・・ とにかくヤル気を買います。,,6人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9763,株式会社beberise,東京都港区赤坂6-14-3近文ビル6階,2013年,八島国博,・家賃保証サービス ・不動産賃貸・売買・仲介・管理 ・レンタルオフィス・バーチャルオフィス運営 ・システム開発事業 ・ブライダル事業,1000万円,10人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9764,BALIE株式会社,宮城県仙台市青葉区本町2丁目1-7本町奥田ビル8F,2013年,佐瀬 武士,LINE@正規代理店業務 LINE@販売パートナー管理,"1,000万円",18人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9765,ISカンパニー・リミテッド,三重県桑名市蓮花寺1605-32-102,2017年,石原楠広,iPhone修理事業 ガラス割れ交換、液晶パネル交換、ホームボタン交換、バッテリー交換等 水没修理、,300万円,2人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9766,超ミネラル水健康普及協会,福島県福島市松川町字向町2,2012年,茂木秀雄,超みねらる水 ながいきくん を主に全国の治療院を代理店になって頂き拡販いたしております・協会ホームページhttp://minerarusui.web.fc2.com/index.html,,3人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9767,株式会社OFFICEヒロ,大阪府北区芝田2－3－16 いづたビル207,2006年,濱田裕子,エルセ保険事業元 その他,300万円,2人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9768,株式会社ヴェライズ,東京都新宿区新宿2-12-13 2F,,,省エネ商品の卸・販売・施工・販売代理商開発,,
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9769,株式会社バズージャパン,東京都港区麻布十番2-16-11202,2008年,藤下喜英,動画を使って地域別で閲覧できる動画ポータルサイト「バズー インターネットテレビ」 全国横断的な動画PRポータルサイトとして国内唯一の存在。 稼ぎたい人にピッタリなシステムです、ら 副次的な効果として上位に検索できる。（自社によって更新できる手離れが良い簡単なサービス） 膨大なコストをかけることなく、手軽な操作で更新さはて効率的。 様々なサービスとのコラボもあり、地域や地方の為になる事で社会貢献しながらビジネス出来る数少ないサービス。,1000万円,5人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9770,株式会社グロウワーク,群馬県伊勢崎市太田町1137-6,,,•iPhone修理サービス業務 •中古携帯端末買取/販売 •データ復旧事業 •スマホアクセサリー販売事業 •電気通信事業法に定める電気通信事業 •MVNO事業 •フランチャイズ代理店業,1000万円,
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9771,株式会社エリア,北海道札幌市清田区清田1条1丁目3-67まつ一ビル,,,,,
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9773,株式会社ビットモール,東京都中央区入船1-1-26永井ビル5階,2016年,渡辺充,ビットコイン自動売買プログラムソフトの販売,900万円,5人
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9774,合同会社ミザード,大阪府大阪市中央区瓦屋町３－９－７CITYLIFEディナスティ日本橋1階,,,,,
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9775,ブライダルカフェ品川,東京都品川区北品川3-11-13,,,国内外の結婚相談所,,
2025/11/05 12:01:21,https://dairitenboshu.com/syo/9777,Dubli,宮城県仙台市泉区みずほ台３−１０クレセントモール３０５,,,ネットショッピング代理店,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9779,株式会社ＣＮＷ,広島県広島市中区2-1-24AUビル3階,2008年,末満裕二,・ 電気通信事業法による通信事業者の通信機器販売および代理店業務 ・ 電気通信事業法による通信事業者のインフラ整備および電気工事 ・ 電気通信機器の売買並びに保守業務 ・ 特定労働者派遣事業 ・ 営業代行業務 ・ 営業コンサルティング業務,100万円,34人
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9780,株式会社株式会社LJ,愛知県春日井市鳥居松町五丁目６０番地,,,,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9781,株式会社charm,大阪府大阪市北区中崎西1丁目4-22梅田東ビル201,,,,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9782,プロモスジャパン株式会社,広島県広島市西区横川町2-4-15,2007年,,,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9783,株式会社ストーリア,東京都足立区梅田2-18-19,2007年,田中豊彦,コンサルティング、衣料・美容雑貨輸出入及び卸、販売,3700万円,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9786,世界に一つだけの株式会社,東京都渋谷区恵比寿4-20-3恵比寿ガーデンプレイスタワー18F,2017年,,人、物、商品、場所、空間、なんでもプロデュースします。 【経営・運営】 アドバイスからコンサルタントまでお引き受け可能です。専門会社や弁護士、税理士などの紹介もお伺い致します。 【起業・開業】 法人・個人に限らず事業の企画から開発あるいは必要物資の確保や各種手続きなどすべてにおいてお手伝いが可能です。 【販売・流通】 商品のレポートやカタログなどの制作からプレゼンまで引き受け、全国の店舗へ流通できます。通販会社にも対応。 【仕入・卸売】 物販用商品の仕入れや買い付けは国内外に限らず対応できます。業者間の取引や販売業者への卸売りも対応します。 【輸入・輸出】 海外からの輸入手続きも一式、代行や仲介が可能です。欧米・アジアとの連絡や提携も仲介させて頂きます。 【交渉・仲介】 制作から買い付けなど交渉事は得意としております。10カ国語で対応しあらゆるエージェントが可能です。 【企画・計画】 既存の事業や商品のリライト、新規計画における様式など企画に伴う作業と制作および説明や広報を広く対応します。 【宣伝・広告】 テレビやラジオのＣＭから雑誌などの媒体への広告からインターネットを活用するものまで何なりとご相談下さい。 【ＴＶ・ＣＭ】 テレビの制作に広く携わっております。番組本体とＣＭにおける強い宣伝や広報力をもって提供できます。 【芸能・音楽】 あらゆる事業が混在する芸能メディアにおいて多様な事業展開を行ってます。エンタテインメントの一切に対応します。 【ＩＴ・情報】 インターネットの活用方法において優れた企画や機能を持ち合わせており、皆様に合った都合で提供させて頂きます。 【法律・法務】 事業、実業においての各種手続きから困り事の相談、あるいは法的措置に至るまでご相談に応じて対応します。 【紹介・交流】 情報交換やコネクションの広がり、あるいはコミュニケーションの場として事業者同士の交流会を開催しております。 【投資・融資】 新規および既存事業への投資や融資のほか起業家へのエンジェル紹介など複数の投資家グループと提携して承ります。,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9787,世界に一つだけの株式会社,東京都渋谷区恵比寿4-20-3恵比寿ガーデンプレイスタワー18F,2017年,,人、物、商品、場所、空間、なんでもプロデュースします。 【経営・運営】 アドバイスからコンサルタントまでお引き受け可能です。専門会社や弁護士、税理士などの紹介もお伺い致します。 【起業・開業】 法人・個人に限らず事業の企画から開発あるいは必要物資の確保や各種手続きなどすべてにおいてお手伝いが可能です。 【販売・流通】 商品のレポートやカタログなどの制作からプレゼンまで引き受け、全国の店舗へ流通できます。通販会社にも対応。 【仕入・卸売】 物販用商品の仕入れや買い付けは国内外に限らず対応できます。業者間の取引や販売業者への卸売りも対応します。 【輸入・輸出】 海外からの輸入手続きも一式、代行や仲介が可能です。欧米・アジアとの連絡や提携も仲介させて頂きます。 【交渉・仲介】 制作から買い付けなど交渉事は得意としております。10カ国語で対応しあらゆるエージェントが可能です。 【企画・計画】 既存の事業や商品のリライト、新規計画における様式など企画に伴う作業と制作および説明や広報を広く対応します。 【宣伝・広告】 テレビやラジオのＣＭから雑誌などの媒体への広告からインターネットを活用するものまで何なりとご相談下さい。 【ＴＶ・ＣＭ】 テレビの制作に広く携わっております。番組本体とＣＭにおける強い宣伝や広報力をもって提供できます。 【芸能・音楽】 あらゆる事業が混在する芸能メディアにおいて多様な事業展開を行ってます。エンタテインメントの一切に対応します。 【ＩＴ・情報】 インターネットの活用方法において優れた企画や機能を持ち合わせており、皆様に合った都合で提供させて頂きます。 【法律・法務】 事業、実業においての各種手続きから困り事の相談、あるいは法的措置に至るまでご相談に応じて対応します。 【紹介・交流】 情報交換やコネクションの広がり、あるいはコミュニケーションの場として事業者同士の交流会を開催しております。 【投資・融資】 新規および既存事業への投資や融資のほか起業家へのエンジェル紹介など複数の投資家グループと提携して承ります。,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9790,株式会社ハローＧ,静岡県焼津市石津中町１７－１２,1955年,芝崎豪,燃料小売、設備工事、通信工事、ＩＳＰ事業、太陽光、リフォーム、旅行業など各種事業を多角的に展開,4000万円,70人
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9791,世界に一つだけの株式会社,東京都渋谷区恵比寿4-20-3恵比寿ガーデンプレイスタワー18F,2017年,,人、物、商品、場所、空間、なんでもプロデュースします。 【経営・運営】 アドバイスからコンサルタントまでお引き受け可能です。専門会社や弁護士、税理士などの紹介もお伺い致します。 【起業・開業】 法人・個人に限らず事業の企画から開発あるいは必要物資の確保や各種手続きなどすべてにおいてお手伝いが可能です。 【販売・流通】 商品のレポートやカタログなどの制作からプレゼンまで引き受け、全国の店舗へ流通できます。通販会社にも対応。 【仕入・卸売】 物販用商品の仕入れや買い付けは国内外に限らず対応できます。業者間の取引や販売業者への卸売りも対応します。 【輸入・輸出】 海外からの輸入手続きも一式、代行や仲介が可能です。欧米・アジアとの連絡や提携も仲介させて頂きます。 【交渉・仲介】 制作から買い付けなど交渉事は得意としております。10カ国語で対応しあらゆるエージェントが可能です。 【企画・計画】 既存の事業や商品のリライト、新規計画における様式など企画に伴う作業と制作および説明や広報を広く対応します。 【宣伝・広告】 テレビやラジオのＣＭから雑誌などの媒体への広告からインターネットを活用するものまで何なりとご相談下さい。 【ＴＶ・ＣＭ】 テレビの制作に広く携わっております。番組本体とＣＭにおける強い宣伝や広報力をもって提供できます。 【芸能・音楽】 あらゆる事業が混在する芸能メディアにおいて多様な事業展開を行ってます。エンタテインメントの一切に対応します。 【ＩＴ・情報】 インターネットの活用方法において優れた企画や機能を持ち合わせており、皆様に合った都合で提供させて頂きます。 【法律・法務】 事業、実業においての各種手続きから困り事の相談、あるいは法的措置に至るまでご相談に応じて対応します。 【紹介・交流】 情報交換やコネクションの広がり、あるいはコミュニケーションの場として事業者同士の交流会を開催しております。 【投資・融資】 新規および既存事業への投資や融資のほか起業家へのエンジェル紹介など複数の投資家グループと提携して承ります。,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9795,株式会社 ティーティーエム,長野県松本市小屋南1-40-8,1992年,金子 清,ワークショップイベント 材料卸 貿易業,1000万円,4人
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9797,世界に一つだけの株式会社,東京都渋谷区恵比寿4-20-3恵比寿ガーデンプレイスタワー18F,2017年,,人、物、商品、場所、空間、なんでもプロデュースします。 【経営・運営】 アドバイスからコンサルタントまでお引き受け可能です。専門会社や弁護士、税理士などの紹介もお伺い致します。 【起業・開業】 法人・個人に限らず事業の企画から開発あるいは必要物資の確保や各種手続きなどすべてにおいてお手伝いが可能です。 【販売・流通】 商品のレポートやカタログなどの制作からプレゼンまで引き受け、全国の店舗へ流通できます。通販会社にも対応。 【仕入・卸売】 物販用商品の仕入れや買い付けは国内外に限らず対応できます。業者間の取引や販売業者への卸売りも対応します。 【輸入・輸出】 海外からの輸入手続きも一式、代行や仲介が可能です。欧米・アジアとの連絡や提携も仲介させて頂きます。 【交渉・仲介】 制作から買い付けなど交渉事は得意としております。10カ国語で対応しあらゆるエージェントが可能です。 【企画・計画】 既存の事業や商品のリライト、新規計画における様式など企画に伴う作業と制作および説明や広報を広く対応します。 【宣伝・広告】 テレビやラジオのＣＭから雑誌などの媒体への広告からインターネットを活用するものまで何なりとご相談下さい。 【ＴＶ・ＣＭ】 テレビの制作に広く携わっております。番組本体とＣＭにおける強い宣伝や広報力をもって提供できます。 【芸能・音楽】 あらゆる事業が混在する芸能メディアにおいて多様な事業展開を行ってます。エンタテインメントの一切に対応します。 【ＩＴ・情報】 インターネットの活用方法において優れた企画や機能を持ち合わせており、皆様に合った都合で提供させて頂きます。 【法律・法務】 事業、実業においての各種手続きから困り事の相談、あるいは法的措置に至るまでご相談に応じて対応します。 【紹介・交流】 情報交換やコネクションの広がり、あるいはコミュニケーションの場として事業者同士の交流会を開催しております。 【投資・融資】 新規および既存事業への投資や融資のほか起業家へのエンジェル紹介など複数の投資家グループと提携して承ります。,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9798,Retty株式会社,東京都港区三田1丁目4番1号 住友不動産麻布十番ビル3F,2010年,武田和也,,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9801,株式会社beberise,東京都港区赤坂6-14-3近文ビル6階,2013年,八島国博,・家賃保証サービス ・不動産賃貸・売買・仲介・管理 ・レンタルオフィス・バーチャルオフィス運営 ・システム開発事業 ・ブライダル事業,1000万円,10人
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9803,株式会社オフィスグローヴ,東京都千代田区神田神保町2-7-3神保町NKビル7階,2001年,四宮 久視子,業務請負業 通信関連に特化しています。,5550万円,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9804,お家の保険相談センター,東京都渋谷区渋谷３丁目１番９号 YAZAWAビル3F,,,,,
2025/11/05 12:01:22,https://dairitenboshu.com/syo/9807,株式会社ネクストステージ,東京都笹塚1-56-6クレセントプラザ笹塚30B,,,,,
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9812,株式会社FCEプロセス＆テクノロジー,東京都新宿区西新宿2-4-1新宿NSビル 10階,,,,,
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9816,INFINITY LIFE,東京都練馬区石神井町6-26-18ダイアパレス石神井公園第2-202,2018年,大澤圭一,マネジメント事業部 ボディケア事業部 メンタルケア事業部 スポーツ事業部 モバイル事業部,,
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9817,株式会社グロウワーク,群馬県伊勢崎市太田町1137-6,,,•iPhone修理サービス業務 •中古携帯端末買取/販売 •データ復旧事業 •スマホアクセサリー販売事業 •電気通信事業法に定める電気通信事業 •MVNO事業 •フランチャイズ代理店業,1000万円,
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9821,株式会社イークル,東京都新宿区山吹町346シマダビル6F,2014年,金城宏樹,インターネット広告事業 （1）SEO（検索エンジン最適化サービス） （2）ヤフーリスティング、アドワーズ広告運用業務 （3）その他インターネット広告代理業務 （4）風評被害対策 ウェブ制作事業 （1）ホームページの企画、制作、コンサルティング業務 （2）各種システム企画、開発、コンサルティング業務 （3）モバイルサイトの企画、制作、コンサルティング業務 （4）各種保守管理,1000万円,10人
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9822,株式会社プロモスト,東京都中央区銀座１丁目１３−１５ダイワロイヤル銀座ビル オフィスフロア2F,2016年,瀬戸口 健,株式会社プロモストは東京都中央区にある広告代理店です。デジタルサイネージ事業、WEB集客事業、マンションコミュニティアプリ事業を展開しており、お客様の商品・サービスをオンライン、オフラインの両方から日本、世界へアピール致します。,"5,000万円",20人
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9825,株式会社ハローG,静岡県焼津市石津中町17-12,1955年,,,,70人
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9828,株式会社アイループ,大阪府東大阪市長田東2-2-3長田エストビル803,2010年,粟井義道,ECサイトの運営管理 飲食事業 健康器具の販売及びレンタル その他付随する事業,800万円,50人
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9829,株式会社アドバンス,東京都千代田区麹町3-5-2ビュレックス麹町8F,2017年,正木 佳基,助成金支援事業 社会保険料適正化事業 研修事業,5000万円,20人
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9831,合同会社オズモライズ,大阪府大阪市淀川区西宮原1丁目6番60,2018年,笹谷和憲,グーグルストリートビュー WEBコンテンツ運営 VR事業 通信事業,,
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9832,株式会社ハローG,神奈川県横浜市鶴見区鶴見中央５丁目１１－２鶴見リバーマンション１０３,1955年,芝崎良人,ＬＰガス小売り・ガス機器販売・リフォーム工事・設備工事・通信工事・インタネットプロバイダ・通信商材営業代行・ハロー電力など,4000万円,70人
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9836,NOK株式会社,神奈川県藤沢市辻堂新町４－３－１,,,,,
2025/11/05 12:01:23,https://dairitenboshu.com/syo/9839,株式会社LIMJAPAN,東京都港区芝３丁目４０−４ 三田シティプラザ,,,,,
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9840,健幸ライフ株式会社,福岡県福岡市博多区東比恵1-2-3ガリレオビル3F,,,,,
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9842,株式会社Geal,山口県山口市米屋町1-3米屋町ビルB,2008年,塩谷 覚士,"iPhone,iPad,iPod,Android修理業 データー復旧サービス 中古端末販売・買取 集客コンサル業",500万円,3人
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9844,凛空,大阪府泉大津市東雲町９－８４,,,格安SIM取扱い,100万円,
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9845,株式会社PhiHomes,東京都港区東京都港区三田1-5-5-204,,椎名翼,フィリピンの大手デベロッパーのDMCIHomesのコンドミニアムを日本で販売、代理店構築を行っている会社です。,,
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9846,株式会社グロウワーク,群馬県伊勢崎市太田町1137-6,,,•iPhone修理サービス業務 •中古携帯端末買取/販売 •データ復旧事業 •スマホアクセサリー販売事業 •電気通信事業法に定める電気通信事業 •MVNO事業 •フランチャイズ代理店業,1000万円,
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9847,ICT株式会社,東京都渋谷区宇田川町37-10麻仁ビル4F,2014年,中村優太,情報通信事業 ダイレクトマーケティング事業,600万円,20人
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9849,ライザ株式会社,大阪府大阪市東淀川区東中島2-2-17EPI BUILDING 501,2014年,,アプリ開発・システム開発・WEBサイト制作・OEM・ランディングページ制作ほか,,
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9850,株式会社オーガニック,新潟県佐渡市市野沢138,2017年,折田しおり,飲食店の経営 店舗開発 コンサルタント事業 オーダースーツのデザイン販売事業 健康食品開発デザイン販売事業,300万円,3人
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9851,株式会社ラルフコーポレーション,福岡県福岡市南区大楠1丁目30-26BON Tour日赤通り 2F,,,,,
2025/11/05 12:01:24,https://dairitenboshu.com/syo/9852,シマニシ科研,東京都新宿区百人町2-27-4,2001年,石井清堅,高純度ミネラル水溶液の製造販売。 今回は農業用のシーマロックス液肥の地方での販売代理店になってくれる方や企業を探しています。北海道の十勝帯広地区以外、九州、中国地方、四国、近畿で探しています。,6300万円,8人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9853,株式会社グローバルサポート,兵庫県芦屋市業平町4-1イム・エメロード5F,2003年,神谷 寛,営業請負・人材派遣・人材紹介,1000万円,35人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9856,ＥＬＳ企画販売,大阪府大阪市東住吉区北田辺４丁目１０番,2008年,豊福伸司,"電気工事会社からの分社したEL,LED事業専門の組織になります。 薄くて軽い工事費いらずの無機ELシートの代理店を募集いたしております。",1000万円,３人
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9857,株式会社わくわくストアー,静岡県浜松市東区上西町1265-3,2010年,冨田浩二,ゴールドパンチα3000代理店 シーツー株式会社代理店 弁護士保険代理店 ほか,555万円,2人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9859,株式会社SPASA,東京都葛飾区新宿5-23-5,1年,中川 真太郎,世界初ノンカフェイン・エナジードリンクのお酒を専売しています。 エナジーアルコールという商標も取得済みです。,,
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9861,株式会社ブレイブシステムズ,東京都千代田区飯田橋４－８－１３山商ビル５F,20年,金子智博,後付可能なオートロックシステムを取扱っています。賃貸住宅向けに費用面に応じて簡易的なものからスマホのテレビ電話機能を使ったものまで段階的に商材をラインナップしています。エントランスから各戸までの配線を不要にしたことで、大規模工事の必要がなく、今までオートロックシステム導入を諦めてしまった賃貸オーナー様に向け、賃貸住宅人気設備ランキング1位のオートロックシステム導入をご提案しています。,３００万円,６人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9862,株式会社オフィスグローヴ,東京都千代田区一ツ橋2-4-4岩波書店一ツ橋別館5F,2001年,四宮 久視子,人材派遣業 営業支援業務請負,5550万円,18人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9864,キジマツサービス,愛知県長久手市片平2-201NSザガーデン6階,,松尾次洋,通信サービスの提供,1000万円,5人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9868,株式会社エムシースクエア,東京都立川市錦町１丁目２番５号三浦ビル３階,2008年,具志堅満,iPhoneの修理 ソフトウェエア開発,,
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9869,株式会社バルテックジャパン(オフィス24グループ),東京都中央区銀座6-14-8銀座石井ビル9階,1993年,吉江 秀馨,"■IT,NW ICT機器ハード・ソフト開発、製造、販売 自社製品：MOT/PBX、MOT/Hotel Phone、POS、券売機、OSS（監視カメラシステム） システム開発：企業向けアプリ開発、OWM（イントラ対応の企業内システム構築、ホームページ製作等） ■SHOP &amp;amp;SERVICE ネットワーク関連施工・工事、 ぱっとスル（印刷系ECサイト）、レンタルオフィス事業、 文具・印刷店舗FC展開 スマートフォン・PC修理店舗FC展開、 飲食事業 ■FINANCE&amp;amp;STOCK 自社製品(ソフトウェア)保守、システム保守、MOT光(光回線)、OWS(プロバイダー)、クレパス(カード決済事業) SES 派遣・紹介、電話代行サービス、ハイ経費(経費システム)、MOT/cloud(クラウドサービス） MOT/TEL（クラウド電話サービス）、MOTでんき、 金融/リース事業(スマートレンダー社) ■OTHERS インテリア事業 (オフィスデザイン、内装施工等) 自社製造オフィス家具販売 その他 他社製品販売",42542万円,484人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9872,株式会社ウェイビー,東京都千代田区五番町12-6五番町マンションB1,2010年,,,,
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9873,株式会社original,東京都品川区東五反田1−11−7三ツ星ビル１号館5F-B,2013年,森木陽輔,インスタグラム運用サポート・運用代行サービス（aim@／エイムアット） Twitter運用サポートサービス（aim@ by Twitter／エイムアット） MEO事業（ GoogleMAP対策 OriMAP） LINE公式アカウント運用サポート（フレクサ） WEB制作事業 広告代理業 WEB・SNSコンサルティング事業 メディア制作・運営事業,700万円,9人
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9874,株式会社シー・ビー・ティ・ソリューションズ,東京都千代田区神田須田町1-24-3FORECAST神田須田町3F,2009年,野口 功司,1. 資格・検定試験プロデュースサービス 新規立ち上げ 調査・分析・アドバイス 実施・運営・アフターフォロー 2. 試験運営総合委託サービス CBT（コンピュータによる）全国随時試験運営委託サービス PBT（マークシートによる）全国一斉試験運営委託サービス 3. 受験サポートシステムサービス Web受験申込・決済システム IBT ネット検定専用システム 受験者管理システム Webお試し受験システム モバイル申し込みシステム 専用システム受託開発 4. 事務委託・印刷・データ処理・分析サービス 運営事務局委託・コールセンター委託 各種印刷物製作・データ処理 試験データ分析サービス 5. 資格・検定のポータルサイト「日本の資格・検定」の運営 広告・企画・運営・職業紹介 有料職業紹介事業許可 13-ユ-310617 6. その他のサービス デザイン関連業務 マニュアル製作・コンサルティング,3000万円,60人
